MEETING_DATE	RACE_TIME	HORSE	JOCKEY	TRAINER	START_POS	FINISH_POS
22/1/2010	14:00:00	396	478532	526023	7	6
22/1/2010	14:00:00	100	735781	653975	4	3
22/1/2010	14:00:00	616	820223	984187	8	7
22/1/2010	14:00:00	625	378560	705133	3	2
22/1/2010	14:00:00	794	747591	580445	6	5
22/1/2010	14:00:00	1126	666141	455628	1	8
22/1/2010	15:00:00	142	946049	299505	8	7
22/1/2010	15:00:00	267	173454	698805	1	8
22/1/2010	15:00:00	307	338616	977118	4	3
22/1/2010	15:00:00	500	229550	173571	5	4
22/1/2010	15:00:00	516	100466	850941	7	6
22/1/2010	15:00:00	903	393081	111456	3	2
22/1/2010	15:00:00	1027	571194	709977	6	5
22/1/2010	15:00:00	1055	243611	114366	2	1
22/1/2010	16:00:00	41	785010	547811	1	8
22/1/2010	16:00:00	297	310343	248180	2	1
22/1/2010	16:00:00	615	106572	877436	3	2
22/1/2010	16:00:00	638	167510	616205	6	5
22/1/2010	16:00:00	655	864023	351713	5	4
22/1/2010	16:00:00	854	832373	766033	7	6
22/1/2010	16:00:00	1008	895452	710330	4	3
22/1/2010	16:00:00	1038	237777	619083	8	7
22/1/2010	17:00:00	246	214585	314056	7	6
22/1/2010	17:00:00	265	273710	782336	3	2
22/1/2010	17:00:00	289	724043	978375	1	8
22/1/2010	17:00:00	295	677154	848045	8	7
22/1/2010	17:00:00	334	516197	989464	2	1
22/1/2010	17:00:00	385	986732	693551	4	3
22/1/2010	17:00:00	632	763901	580445	5	4
22/1/2010	17:00:00	941	750919	977118	6	5
22/1/2010	18:00:00	83	249146	496415	1	8
22/1/2010	18:00:00	263	242898	802157	4	3
22/1/2010	18:00:00	341	814306	705133	7	6
22/1/2010	18:00:00	657	214013	266989	2	1
22/1/2010	18:00:00	716	212192	824587	8	7
22/1/2010	18:00:00	745	339194	509388	5	4
22/1/2010	18:00:00	821	628058	114366	3	2
22/1/2010	18:00:00	1057	835000	169863	6	5
22/1/2010	19:00:00	307	254075	766033	3	2
22/1/2010	19:00:00	411	901878	236134	8	7
22/1/2010	19:00:00	508	700783	850941	7	6
22/1/2010	19:00:00	590	780773	473400	1	8
22/1/2010	19:00:00	869	925004	114366	6	5
22/1/2010	19:00:00	999	413027	539827	4	3
22/1/2010	19:00:00	1024	814306	991002	5	4
22/1/2010	19:00:00	1080	768421	931212	2	1
22/1/2010	20:00:00	90	666141	799046	3	2
22/1/2010	20:00:00	191	296796	328199	1	8
22/1/2010	20:00:00	236	601776	965847	4	3
22/1/2010	20:00:00	333	128084	173571	5	4
22/1/2010	20:00:00	414	747591	564312	8	7
22/1/2010	20:00:00	742	864023	111456	6	5
22/1/2010	20:00:00	1047	310343	709977	2	1
22/1/2010	20:00:00	1103	459165	173571	7	6
29/1/2010	11:00:00	111	387682	539827	5	6
29/1/2010	11:00:00	136	832373	619083	8	1
29/1/2010	11:00:00	422	492404	537261	3	4
29/1/2010	11:00:00	542	624393	236134	4	5
29/1/2010	11:00:00	784	183574	790516	1	2
29/1/2010	11:00:00	804	180808	450417	7	8
29/1/2010	11:00:00	1029	428437	472604	2	3
29/1/2010	11:00:00	1053	628058	824587	6	7
29/1/2010	12:00:00	388	254075	496415	4	5
29/1/2010	12:00:00	450	413027	825637	5	6
29/1/2010	12:00:00	532	419526	710330	7	8
29/1/2010	12:00:00	537	298350	305248	2	3
29/1/2010	12:00:00	543	590266	978375	8	1
29/1/2010	12:00:00	772	780773	151200	3	4
29/1/2010	12:00:00	1030	412829	240594	1	2
29/1/2010	12:00:00	1108	493047	197858	6	7
29/1/2010	13:00:00	40	387682	212872	3	4
29/1/2010	13:00:00	93	747323	406168	8	1
29/1/2010	13:00:00	252	862404	850351	2	3
29/1/2010	13:00:00	417	628058	431657	5	6
29/1/2010	13:00:00	425	113233	705133	1	2
29/1/2010	13:00:00	522	245386	850351	6	7
29/1/2010	13:00:00	566	298350	765741	7	8
29/1/2010	13:00:00	694	889237	759358	4	5
29/1/2010	14:00:00	68	666141	619083	2	3
29/1/2010	14:00:00	170	780773	114366	6	7
29/1/2010	14:00:00	284	234861	928043	3	4
29/1/2010	14:00:00	100	785010	255332	7	8
29/1/2010	14:00:00	727	382899	718092	5	6
29/1/2010	14:00:00	764	760890	759358	1	2
29/1/2010	14:00:00	992	612043	530075	4	5
29/1/2010	14:00:00	1087	700783	968489	8	1
29/1/2010	15:00:00	102	602021	314056	4	5
29/1/2010	15:00:00	227	800935	496415	6	7
29/1/2010	15:00:00	567	677154	567635	2	3
29/1/2010	15:00:00	615	889237	465603	7	8
29/1/2010	15:00:00	639	356338	145055	3	4
29/1/2010	15:00:00	727	464108	940415	8	1
29/1/2010	15:00:00	878	747323	406168	5	6
29/1/2010	15:00:00	1095	446912	580445	1	2
29/1/2010	16:00:00	57	120700	138405	6	7
29/1/2010	16:00:00	105	590266	431657	2	3
29/1/2010	16:00:00	688	747323	261170	1	2
29/1/2010	16:00:00	732	303998	400612	3	4
29/1/2010	16:00:00	823	378560	765741	5	6
29/1/2010	16:00:00	906	629915	759358	7	8
29/1/2010	16:00:00	1020	763901	277644	4	5
29/1/2010	16:00:00	1035	800935	440714	8	1
29/1/2010	17:00:00	135	395271	727326	4	5
29/1/2010	17:00:00	176	378560	259625	7	8
29/1/2010	17:00:00	300	492404	740142	6	7
29/1/2010	17:00:00	317	413027	530075	1	2
29/1/2010	17:00:00	554	329527	616205	2	3
29/1/2010	17:00:00	747	658563	333823	8	1
29/1/2010	17:00:00	994	880925	537261	3	4
29/1/2010	17:00:00	1064	298350	277644	5	6
29/1/2010	18:00:00	70	955657	241875	7	8
29/1/2010	18:00:00	128	454372	186043	4	5
29/1/2010	18:00:00	229	310343	104125	8	1
29/1/2010	18:00:00	404	915247	761594	5	6
29/1/2010	18:00:00	471	100466	242451	6	7
29/1/2010	18:00:00	642	356338	790516	2	3
29/1/2010	18:00:00	647	800995	351713	1	2
29/1/2010	18:00:00	1008	395516	406168	3	4
29/1/2010	19:00:00	136	957160	283978	5	6
29/1/2010	19:00:00	244	409562	787143	1	2
29/1/2010	19:00:00	803	319304	977118	3	4
29/1/2010	19:00:00	851	249146	351713	7	8
29/1/2010	19:00:00	898	254075	400612	2	3
29/1/2010	19:00:00	983	862404	186798	8	1
29/1/2010	19:00:00	1116	901878	228927	6	7
29/1/2010	19:00:00	1121	407465	131132	4	5
29/1/2010	20:00:00	29	803614	496415	1	2
29/1/2010	20:00:00	181	378560	138405	6	7
29/1/2010	20:00:00	371	388544	765741	4	5
29/1/2010	20:00:00	554	677154	682880	8	1
29/1/2010	20:00:00	788	620911	802157	7	8
29/1/2010	20:00:00	894	277465	241875	3	4
29/1/2010	20:00:00	895	457667	228927	5	6
29/1/2010	20:00:00	1022	310343	647001	2	3
5/2/2010	11:00:00	64	597177	229925	3	8
5/2/2010	11:00:00	482	602021	660213	2	7
5/2/2010	11:00:00	519	118028	991002	1	6
5/2/2010	11:00:00	822	478532	283978	4	1
5/2/2010	11:00:00	858	750919	223242	6	3
5/2/2010	11:00:00	927	447300	698805	5	2
5/2/2010	11:00:00	996	136242	907758	7	4
5/2/2010	11:00:00	1093	456715	509388	8	5
5/2/2010	12:00:00	25	628058	473400	7	4
5/2/2010	12:00:00	48	113233	547811	5	2
5/2/2010	12:00:00	62	412499	530075	1	6
5/2/2010	12:00:00	99	214585	730939	3	8
5/2/2010	12:00:00	157	406642	547811	6	3
5/2/2010	12:00:00	323	747323	328199	2	7
5/2/2010	12:00:00	407	289182	959732	4	1
5/2/2010	12:00:00	449	492404	790516	8	5
5/2/2010	13:00:00	54	763901	240594	2	7
5/2/2010	13:00:00	119	835000	802157	1	6
5/2/2010	13:00:00	429	884937	880432	6	3
5/2/2010	13:00:00	600	874845	193578	3	8
5/2/2010	13:00:00	605	277465	618285	5	2
5/2/2010	13:00:00	711	724043	978375	8	5
5/2/2010	13:00:00	727	414264	911477	7	4
5/2/2010	13:00:00	1010	954965	825637	4	1
5/2/2010	14:00:00	22	217758	465603	5	2
5/2/2010	14:00:00	38	320934	111456	8	5
5/2/2010	14:00:00	168	447300	405828	3	8
5/2/2010	14:00:00	100	666141	328199	1	6
5/2/2010	14:00:00	226	814306	765741	6	3
5/2/2010	14:00:00	437	768421	197858	2	7
5/2/2010	14:00:00	979	254659	261170	4	1
5/2/2010	14:00:00	1034	118028	880432	7	4
5/2/2010	15:00:00	70	114171	759358	8	5
5/2/2010	15:00:00	162	367509	138405	5	2
5/2/2010	15:00:00	491	864023	782336	2	7
5/2/2010	15:00:00	554	106572	472604	6	3
5/2/2010	15:00:00	743	212192	619083	7	4
5/2/2010	15:00:00	849	242898	305248	3	8
5/2/2010	15:00:00	910	148996	114366	1	6
5/2/2010	15:00:00	979	864023	787143	4	1
5/2/2010	16:00:00	26	700783	155239	3	8
5/2/2010	16:00:00	349	719618	779583	2	7
5/2/2010	16:00:00	380	254075	877436	5	2
5/2/2010	16:00:00	482	243611	328199	6	3
5/2/2010	16:00:00	582	478532	965847	8	5
5/2/2010	16:00:00	673	214013	938012	1	6
5/2/2010	16:00:00	685	561648	730939	4	1
5/2/2010	16:00:00	934	217758	850941	7	4
5/2/2010	17:00:00	147	700783	705133	1	6
5/2/2010	17:00:00	380	957160	214781	6	3
5/2/2010	17:00:00	685	986945	698906	4	1
5/2/2010	17:00:00	695	329527	779583	7	4
5/2/2010	17:00:00	797	270790	787143	2	7
5/2/2010	17:00:00	831	286332	426665	3	8
5/2/2010	17:00:00	867	180926	896765	8	5
5/2/2010	17:00:00	932	874845	412000	5	2
5/2/2010	18:00:00	181	249146	155239	7	4
5/2/2010	18:00:00	222	954965	790516	8	5
5/2/2010	18:00:00	260	719230	802157	3	8
5/2/2010	18:00:00	336	196289	705133	6	3
5/2/2010	18:00:00	368	719230	765741	5	2
5/2/2010	18:00:00	379	717367	993930	2	7
5/2/2010	18:00:00	615	780773	856366	1	6
5/2/2010	18:00:00	617	387682	465603	4	1
5/2/2010	19:00:00	265	229550	564312	7	4
5/2/2010	19:00:00	362	329527	242451	5	2
5/2/2010	19:00:00	388	289182	351713	8	5
5/2/2010	19:00:00	445	611891	121976	6	3
5/2/2010	19:00:00	530	137579	984187	3	8
5/2/2010	19:00:00	568	800995	440714	2	7
5/2/2010	19:00:00	724	561648	455628	4	1
5/2/2010	19:00:00	1074	575458	727326	1	6
5/2/2010	20:00:00	161	425015	465603	1	6
5/2/2010	20:00:00	237	805858	402319	7	4
5/2/2010	20:00:00	272	874845	647001	6	3
5/2/2010	20:00:00	561	666141	333823	2	7
5/2/2010	20:00:00	910	768421	730316	8	5
5/2/2010	20:00:00	930	763901	779583	5	2
5/2/2010	20:00:00	959	803614	355492	3	8
5/2/2010	20:00:00	1028	199145	229925	4	1
12/2/2010	11:00:00	89	719230	186043	1	1
12/2/2010	11:00:00	505	832373	255332	4	4
12/2/2010	11:00:00	529	666141	942530	3	3
12/2/2010	11:00:00	587	624393	619083	5	5
12/2/2010	11:00:00	700	338543	229925	2	2
12/2/2010	11:00:00	817	217758	277644	7	7
12/2/2010	11:00:00	915	658563	431657	8	8
12/2/2010	11:00:00	1041	400271	229925	6	6
12/2/2010	12:00:00	12	175953	357060	5	5
12/2/2010	12:00:00	263	957160	426665	8	8
12/2/2010	12:00:00	529	296796	513480	1	1
12/2/2010	12:00:00	705	885453	643694	6	6
12/2/2010	12:00:00	797	572449	682880	2	2
12/2/2010	12:00:00	863	319304	618285	7	7
12/2/2010	12:00:00	882	470111	400612	3	3
12/2/2010	12:00:00	947	534717	993930	4	4
12/2/2010	13:00:00	445	459165	993930	5	5
12/2/2010	13:00:00	477	590266	219621	7	7
12/2/2010	13:00:00	639	685224	698906	6	6
12/2/2010	13:00:00	718	955713	465603	2	2
12/2/2010	13:00:00	788	382899	647001	8	8
12/2/2010	13:00:00	919	572449	242451	3	3
12/2/2010	13:00:00	1006	243611	248180	4	4
12/2/2010	13:00:00	1067	889237	765741	1	1
12/2/2010	14:00:00	21	245386	850941	7	7
12/2/2010	14:00:00	192	387682	766033	1	1
12/2/2010	14:00:00	423	814306	619083	2	2
12/2/2010	14:00:00	100	229550	989464	5	5
12/2/2010	14:00:00	664	594594	509388	4	4
12/2/2010	14:00:00	847	478532	400612	6	6
12/2/2010	14:00:00	1023	414264	761594	8	8
12/2/2010	14:00:00	1117	635090	537261	3	3
12/2/2010	15:00:00	127	339194	959732	5	5
12/2/2010	15:00:00	218	136242	765741	7	7
12/2/2010	15:00:00	229	541607	965847	4	4
12/2/2010	15:00:00	295	290547	790516	1	1
12/2/2010	15:00:00	380	454372	740142	6	6
12/2/2010	15:00:00	482	473695	911477	2	2
12/2/2010	15:00:00	722	517989	521771	8	8
12/2/2010	15:00:00	742	629915	825637	3	3
12/2/2010	16:00:00	73	382899	405828	3	3
12/2/2010	16:00:00	195	116886	779583	8	8
12/2/2010	16:00:00	480	735781	145055	4	4
12/2/2010	16:00:00	672	818483	991002	1	1
12/2/2010	16:00:00	682	987071	984187	5	5
12/2/2010	16:00:00	830	196289	472604	2	2
12/2/2010	16:00:00	988	895452	759358	6	6
12/2/2010	16:00:00	1081	611891	175514	7	7
12/2/2010	17:00:00	57	780512	848045	3	3
12/2/2010	17:00:00	416	212192	169863	1	1
12/2/2010	17:00:00	418	116886	825637	4	4
12/2/2010	17:00:00	557	273710	400612	5	5
12/2/2010	17:00:00	961	413027	942530	8	8
12/2/2010	17:00:00	987	332099	942530	2	2
12/2/2010	17:00:00	1013	561648	228927	6	6
12/2/2010	17:00:00	1050	814306	710330	7	7
12/2/2010	18:00:00	16	808974	145055	3	3
12/2/2010	18:00:00	209	868404	880432	2	2
12/2/2010	18:00:00	242	180926	968489	8	8
12/2/2010	18:00:00	403	987071	535927	6	6
12/2/2010	18:00:00	599	649396	619083	1	1
12/2/2010	18:00:00	639	818483	400612	5	5
12/2/2010	18:00:00	811	735442	450417	4	4
12/2/2010	18:00:00	913	685224	740142	7	7
12/2/2010	19:00:00	35	571194	782336	2	2
12/2/2010	19:00:00	59	290126	248180	6	6
12/2/2010	19:00:00	64	148996	223541	5	5
12/2/2010	19:00:00	168	884937	564312	8	8
12/2/2010	19:00:00	561	254659	938012	1	1
12/2/2010	19:00:00	814	214013	547811	4	4
12/2/2010	19:00:00	873	447300	357060	3	3
12/2/2010	19:00:00	1027	243611	942530	7	7
12/2/2010	20:00:00	33	356338	782336	7	7
12/2/2010	20:00:00	37	122357	509388	3	3
12/2/2010	20:00:00	214	289182	412000	1	1
12/2/2010	20:00:00	386	861194	907758	8	8
12/2/2010	20:00:00	398	946049	145055	4	4
12/2/2010	20:00:00	558	630739	305248	5	5
12/2/2010	20:00:00	657	700783	193578	6	6
12/2/2010	20:00:00	1078	106572	277644	2	2
19/2/2010	11:00:00	25	206264	660213	8	4
19/2/2010	11:00:00	246	889237	942530	6	2
19/2/2010	11:00:00	288	864023	850351	3	7
19/2/2010	11:00:00	323	180808	782336	4	8
19/2/2010	11:00:00	398	290547	114366	5	1
19/2/2010	11:00:00	561	289182	682880	7	3
19/2/2010	11:00:00	811	800935	850941	1	5
19/2/2010	11:00:00	959	629915	526023	2	6
19/2/2010	12:00:00	47	735442	299505	6	2
19/2/2010	12:00:00	443	237547	567635	5	1
19/2/2010	12:00:00	485	338543	759358	3	7
19/2/2010	12:00:00	505	409562	521771	2	6
19/2/2010	12:00:00	591	320934	942530	1	5
19/2/2010	12:00:00	679	789772	748043	8	4
19/2/2010	12:00:00	776	456715	193578	7	3
19/2/2010	12:00:00	1067	286332	988746	4	8
19/2/2010	13:00:00	70	955657	261170	1	5
19/2/2010	13:00:00	386	478532	911477	5	1
19/2/2010	13:00:00	561	649396	509388	8	4
19/2/2010	13:00:00	565	780512	193578	4	8
19/2/2010	13:00:00	721	884937	959732	6	2
19/2/2010	13:00:00	1094	839822	726784	7	3
19/2/2010	13:00:00	1095	800935	212872	3	7
19/2/2010	13:00:00	1101	658563	930762	2	6
19/2/2010	14:00:00	239	785010	834539	2	6
19/2/2010	14:00:00	249	196289	333823	1	5
19/2/2010	14:00:00	323	412829	255332	3	7
19/2/2010	14:00:00	100	183574	989464	5	1
19/2/2010	14:00:00	1003	400271	328199	8	4
19/2/2010	14:00:00	1022	958254	977118	6	2
19/2/2010	14:00:00	1034	419526	850351	7	3
19/2/2010	14:00:00	1090	864769	618285	4	8
19/2/2010	15:00:00	319	320934	450417	7	3
19/2/2010	15:00:00	446	296796	400612	4	8
19/2/2010	15:00:00	494	574762	993930	3	7
19/2/2010	15:00:00	538	113233	186043	5	1
19/2/2010	15:00:00	689	413027	473400	2	6
19/2/2010	15:00:00	875	395271	730316	1	5
19/2/2010	15:00:00	1082	183574	727326	8	4
19/2/2010	15:00:00	1100	948735	726784	6	2
19/2/2010	16:00:00	17	328458	305248	6	2
19/2/2010	16:00:00	278	320934	530075	3	7
19/2/2010	16:00:00	373	880925	978375	8	4
19/2/2010	16:00:00	420	620911	266989	1	5
19/2/2010	16:00:00	654	517989	193578	7	3
19/2/2010	16:00:00	665	575458	426665	2	6
19/2/2010	16:00:00	848	343873	223242	5	1
19/2/2010	16:00:00	1052	310343	473400	4	8
19/2/2010	17:00:00	164	217758	790516	1	5
19/2/2010	17:00:00	290	102257	412000	8	4
19/2/2010	17:00:00	315	111244	412000	4	8
19/2/2010	17:00:00	548	818483	978375	3	7
19/2/2010	17:00:00	577	958254	169863	7	3
19/2/2010	17:00:00	630	111244	219621	6	2
19/2/2010	17:00:00	662	772943	402319	5	1
19/2/2010	17:00:00	863	338543	305248	2	6
19/2/2010	18:00:00	20	861194	940415	6	2
19/2/2010	18:00:00	123	811327	991002	1	5
19/2/2010	18:00:00	179	925004	942530	8	4
19/2/2010	18:00:00	264	946049	450417	3	7
19/2/2010	18:00:00	692	572449	138405	5	1
19/2/2010	18:00:00	896	747591	689961	4	8
19/2/2010	18:00:00	951	320934	186798	7	3
19/2/2010	18:00:00	1062	388544	223242	2	6
19/2/2010	19:00:00	23	612043	616205	1	5
19/2/2010	19:00:00	115	835000	254734	5	1
19/2/2010	19:00:00	338	341340	928043	6	2
19/2/2010	19:00:00	475	196289	968489	4	8
19/2/2010	19:00:00	866	948735	155239	7	3
19/2/2010	19:00:00	925	446912	765741	2	6
19/2/2010	19:00:00	1091	561648	114366	8	4
19/2/2010	19:00:00	1112	296796	400612	3	7
19/2/2010	20:00:00	38	602021	911477	1	5
